Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
Michael Jordan,26,CHI,SG,82,82,39.0,12.6,24.0,.526,1.1,3.0,.376,11.5,21.0,.548,.550,7.2,8.5,.848,1.7,5.1,6.9,6.3,2.8,0.7,3.0,2.9,33.6,"MVP-3,DPOY-5,AS,NBA1,DEF1"
Karl Malone,26,UTA,PF,82,82,38.1,11.1,19.8,.562,0.2,0.5,.372,11.0,19.3,.567,.567,8.5,11.1,.762,2.8,8.3,11.1,2.8,1.5,0.6,3.7,3.2,31.0,"MVP-4,AS,NBA1"
Patrick Ewing,27,NYK,C,82,82,38.6,11.2,20.4,.551,0.0,0.0,.250,11.2,20.4,.552,.551,6.1,7.9,.775,2.9,8.0,10.9,2.2,1.0,4.0,3.4,4.0,28.6,"MVP-5,DPOY-5,AS,NBA1"
Tom Chambers,30,PHO,PF,81,81,37.6,10.0,20.0,.501,0.3,1.1,.279,9.7,18.9,.513,.508,6.9,8.0,.861,1.5,5.6,7.0,2.3,1.1,0.6,2.7,3.2,27.2,"MVP-8,AS,NBA2"
Dominique Wilkins,30,ATL,SF,80,79,36.1,10.1,20.9,.484,0.7,2.3,.322,9.4,18.6,.504,.502,5.7,7.1,.807,2.7,3.8,6.5,2.5,1.6,0.6,2.2,1.8,26.7,AS
Charles Barkley,26,PHI,SF,79,79,39.1,8.9,14.9,.600,0.3,1.2,.217,8.7,13.7,.632,.608,7.1,9.4,.749,4.6,6.9,11.5,3.9,1.9,0.6,3.1,3.2,25.2,"MVP-2,AS,NBA1"
Chris Mullin,26,GSW,SF,78,78,36.3,8.7,16.3,.536,1.1,3.0,.372,7.6,13.3,.573,.570,6.5,7.3,.889,1.7,4.3,5.9,4.1,1.6,0.6,3.1,1.8,25.1,"AS,NBA3"
Reggie Miller,24,IND,SG,82,82,38.9,8.1,15.7,.514,1.8,4.4,.414,6.2,11.3,.552,.572,6.6,7.6,.868,1.2,2.4,3.6,3.8,1.3,0.2,2.7,2.1,24.6,AS
Larry Bird,33,BOS,SF,75,75,39.3,9.6,20.2,.473,0.9,2.6,.333,8.7,17.6,.494,.495,4.3,4.6,.930,1.2,8.3,9.5,7.5,1.4,0.8,3.2,2.3,24.3,"MVP-10,AS,NBA2"
Jeff Malone,28,WSB,SG,75,74,34.2,10.4,21.2,.491,0.0,0.1,.167,10.4,21.1,.492,.491,3.4,3.9,.877,0.7,2.0,2.7,3.2,0.6,0.1,1.7,1.5,24.3,
Hakeem Olajuwon,27,HOU,C,82,82,38.1,9.8,19.6,.501,0.0,0.1,.167,9.8,19.5,.502,.501,4.7,6.5,.713,3.6,10.4,14.0,2.9,2.1,4.6,3.9,3.8,24.3,"MVP-7,DPOY-2,AS,NBA2,DEF1"
David Robinson,24,SAS,C,82,81,36.6,8.4,15.9,.531,0.0,0.0,.000,8.4,15.8,.532,.531,7.5,10.2,.732,3.7,8.3,12.0,2.0,1.7,3.9,3.1,3.2,24.3,"MVP-6,ROY-1,AS,NBA3,DEF2"
Dale Ellis,29,SEA,SG,55,49,37.0,9.1,18.4,.497,1.7,4.7,.375,7.4,13.7,.538,.544,3.5,4.3,.818,1.6,2.7,4.3,2.0,1.1,0.1,2.2,2.3,23.5,
Clyde Drexler,27,POR,SG,73,73,36.8,9.2,18.6,.494,0.4,1.5,.283,8.8,17.1,.512,.505,4.6,5.9,.774,2.8,4.1,6.9,5.9,2.0,0.7,2.6,3.0,23.3,"MVP-12,AS,NBA3"
Tony Campbell,27,MIN,SG,82,81,38.6,8.8,19.3,.457,0.1,0.7,.167,8.7,18.6,.468,.460,5.5,6.9,.787,2.5,3.0,5.5,2.6,1.4,0.4,3.1,3.2,23.2,
Ricky Pierce,30,MIL,SG,59,0,29.0,8.5,16.7,.510,0.8,2.3,.346,7.7,14.5,.535,.533,5.2,6.2,.839,1.1,1.7,2.8,2.3,0.8,0.1,2.2,2.7,23.0,6MOY-1
Ron Harper,26,2TM,SG,35,35,39.1,8.6,18.2,.473,0.4,1.5,.275,8.2,16.7,.490,.484,5.2,6.6,.788,2.1,3.8,5.9,5.2,2.3,1.2,2.9,3.0,22.8,
Kevin Johnson,23,PHO,PG,74,74,37.6,7.8,15.7,.499,0.1,0.6,.195,7.7,15.1,.510,.502,6.8,8.1,.838,0.6,3.1,3.6,11.4,1.3,0.2,3.6,1.9,22.5,"AS,NBA2"
Terry Cummings,28,SAS,PF,81,78,34.8,9.0,18.9,.475,0.2,0.7,.322,8.8,18.2,.481,.481,4.2,5.4,.780,2.8,5.6,8.4,2.7,1.4,0.6,2.5,3.5,22.4,
Bernard King,33,WSB,SF,82,82,32.8,8.7,17.8,.487,0.0,0.3,.130,8.6,17.5,.493,.488,5.0,6.3,.803,1.6,3.4,4.9,4.6,0.6,0.1,3.0,2.8,22.4,
Magic Johnson,30,LAL,PG,79,79,37.2,6.9,14.4,.480,1.3,3.5,.384,5.6,10.9,.510,.526,7.2,8.1,.890,1.6,5.0,6.6,11.5,1.7,0.4,3.7,2.1,22.3,"MVP-1,AS,NBA1"
Wayman Tisdale,25,SAC,PF,79,79,37.2,9.2,17.5,.525,0.0,0.1,.000,9.2,17.4,.527,.525,3.9,4.9,.783,2.3,5.2,7.5,1.4,0.7,0.7,1.9,3.2,22.3,
Mitch Richmond,24,GSW,SG,78,78,35.9,8.2,16.5,.497,0.4,1.2,.358,7.8,15.3,.508,.510,5.2,6.0,.866,1.3,3.4,4.6,2.9,1.3,0.3,2.6,2.7,22.1,
Xavier McDaniel,26,SEA,SF,69,67,35.2,8.9,17.9,.496,0.1,0.2,.294,8.8,17.6,.498,.498,3.5,4.8,.733,2.4,4.1,6.5,2.5,1.1,0.5,2.7,3.3,21.3,
Charles Smith,24,LAC,PF,78,76,35.0,7.6,14.7,.520,0.0,0.2,.083,7.6,14.5,.524,.520,5.8,7.3,.794,2.3,4.4,6.7,1.5,1.1,1.5,2.1,3.8,21.1,
James Worthy,28,LAL,SF,80,80,37.0,8.9,16.2,.548,0.2,0.6,.306,8.7,15.6,.557,.554,3.1,4.0,.782,2.0,4.0,6.0,3.6,1.2,0.6,2.0,2.4,21.1,"AS,NBA3"
Kevin McHale,32,BOS,PF,82,25,33.2,7.9,14.4,.549,0.3,0.8,.333,7.6,13.6,.562,.558,4.8,5.4,.893,2.5,5.8,8.3,2.1,0.4,1.9,2.2,3.0,20.9,"AS,DEF2"
Chuck Person,25,IND,SF,77,73,35.2,7.9,16.1,.487,1.2,3.3,.372,6.6,12.8,.517,.525,2.7,3.5,.781,1.6,4.1,5.8,3.0,0.7,0.3,2.2,2.8,19.7,
Mark Price,25,CLE,PG,73,73,37.1,6.7,14.6,.459,2.1,5.1,.406,4.6,9.5,.487,.530,4.1,4.6,.888,0.9,2.5,3.4,9.1,1.6,0.1,2.9,1.2,19.6,
Rolando Blackman,30,DAL,SG,80,80,36.7,7.8,15.7,.498,0.2,0.5,.302,7.7,15.2,.505,.504,3.6,4.3,.844,1.1,2.4,3.5,3.6,1.0,0.3,2.2,1.6,19.4,AS
Terry Catledge,26,ORL,PF,74,72,33.3,7.4,15.6,.474,0.0,0.1,.250,7.4,15.5,.476,.475,4.6,6.6,.702,3.7,3.9,7.6,1.0,0.5,0.2,2.4,2.7,19.4,
Moses Malone,34,ATL,C,81,81,33.8,6.4,13.3,.480,0.0,0.1,.111,6.4,13.2,.483,.481,6.1,7.8,.781,4.5,5.5,10.0,1.6,0.6,1.0,2.9,2.0,18.9,
Reggie Theus,32,ORL,SG,76,71,30.9,6.8,15.5,.439,0.3,1.4,.248,6.5,14.1,.458,.450,5.0,5.8,.853,1.0,1.9,2.9,5.4,0.8,0.2,3.0,2.6,18.9,
Hersey Hawkins,23,PHI,SG,82,82,34.8,6.4,13.9,.460,1.0,2.4,.420,5.3,11.4,.468,.496,4.7,5.3,.888,1.0,2.7,3.7,3.2,1.6,0.3,2.3,2.6,18.5,
Isiah Thomas,28,DET,PG,81,81,37.0,7.1,16.3,.438,0.5,1.7,.309,6.6,14.6,.453,.454,3.6,4.7,.775,0.9,2.9,3.8,9.4,1.7,0.2,4.0,2.5,18.4,"MVP-13,AS"
Fat Lever,29,DEN,SG,79,79,35.8,7.2,16.2,.443,0.5,1.1,.414,6.7,15.1,.445,.457,3.4,4.3,.804,2.9,6.4,9.3,6.5,2.1,0.2,2.0,2.2,18.3,AS
John Williams,23,WSB,SF,18,18,35.1,7.2,15.2,.474,0.1,1.0,.111,7.1,14.2,.500,.478,3.6,4.7,.774,1.5,6.1,7.6,4.7,1.2,0.5,2.4,1.8,18.2,
Derek Harper,28,DAL,PG,82,82,36.7,6.9,14.2,.488,1.1,2.9,.371,5.8,11.2,.519,.527,3.0,3.8,.794,0.7,2.3,3.0,7.4,2.3,0.3,2.5,2.7,18.0,"DPOY-3,DEF2"
Danny Ainge,30,SAC,PG,75,68,36.4,6.7,15.4,.438,1.4,3.9,.374,5.3,11.5,.460,.485,3.0,3.6,.831,0.9,3.4,4.3,6.0,1.5,0.2,2.5,3.2,17.9,
Alex English,36,DEN,SF,80,80,27.6,7.9,16.2,.491,0.0,0.1,.400,7.9,16.1,.491,.492,2.0,2.3,.880,1.5,2.1,3.6,2.8,0.6,0.3,1.2,1.6,17.9,
Joe Dumars,26,DET,SG,75,71,34.4,6.8,14.1,.480,0.3,0.7,.400,6.5,13.4,.485,.491,4.0,4.4,.900,0.8,2.0,2.8,4.9,0.8,0.0,1.9,1.7,17.8,"MVP-13,DPOY-3,AS,NBA3,DEF1"
Jeff Hornacek,26,PHO,SG,67,60,34.0,7.2,13.4,.536,0.6,1.5,.408,6.6,12.0,.552,.558,2.6,3.0,.856,1.3,3.4,4.7,5.0,1.7,0.2,1.9,2.1,17.6,
Terry Porter,26,POR,PG,80,80,34.8,5.6,12.1,.462,1.1,3.0,.374,4.5,9.1,.491,.508,5.3,5.9,.892,0.7,2.7,3.4,9.1,1.9,0.1,3.1,1.9,17.6,
Rex Chapman,22,CHH,SG,54,52,32.6,7.0,17.1,.408,0.9,2.6,.331,6.1,14.5,.422,.433,2.7,3.6,.750,1.0,2.4,3.3,2.4,0.9,0.1,1.9,2.1,17.5,
Walter Davis,35,DEN,SG,69,0,23.7,7.2,15.0,.481,0.1,0.7,.130,7.1,14.3,.497,.484,3.0,3.3,.912,0.7,1.9,2.6,2.2,0.9,0.1,1.5,2.3,17.5,
John Stockton,27,UTA,PG,78,78,37.4,6.1,11.8,.514,0.6,1.4,.416,5.4,10.3,.528,.540,4.5,5.5,.819,0.7,1.9,2.6,14.5,2.7,0.2,3.5,3.0,17.2,"MVP-9,AS,NBA2"
Otis Thorpe,27,HOU,PF,82,82,35.9,6.7,12.2,.548,0.0,0.1,.000,6.7,12.0,.554,.548,3.7,5.4,.688,3.1,5.8,9.0,3.2,0.8,0.3,2.8,3.3,17.1,
Reggie Lewis,24,BOS,SG,79,54,31.9,6.8,13.8,.496,0.1,0.2,.267,6.8,13.6,.499,.498,3.2,4.0,.808,1.4,3.0,4.4,2.8,1.1,0.8,1.5,2.7,17.0,
Eddie Johnson,30,PHO,SF,64,4,28.3,6.4,14.2,.453,1.1,2.9,.380,5.3,11.3,.472,.492,2.9,3.2,.917,1.1,2.8,3.8,1.7,0.5,0.2,1.7,2.7,16.9,6MOY-3
Brad Daugherty,24,CLE,C,41,40,35.1,6.0,12.4,.479,0.0,0.0,.000,6.0,12.4,.481,.479,4.9,7.0,.704,1.9,7.2,9.1,3.2,0.7,0.5,2.7,2.6,16.8,
Roy Tarpley,25,DAL,PF,45,35,36.6,7.0,15.5,.451,0.0,0.1,.000,7.0,15.3,.455,.451,2.9,3.8,.756,4.2,8.9,13.1,1.5,1.8,1.6,2.6,3.6,16.8,
Hot Rod Williams,27,CLE,PF,82,29,33.9,6.4,13.0,.493,0.0,0.0,,6.4,13.0,.493,.493,4.0,5.4,.739,2.7,5.4,8.1,2.0,1.0,2.0,1.7,2.6,16.8,6MOY-3
Armen Gilliam,25,2TM,PF,76,66,31.9,6.4,12.4,.515,0.0,0.0,.000,6.4,12.3,.516,.515,4.0,5.5,.723,2.8,5.1,7.9,1.3,0.9,0.7,2.4,2.8,16.7,
Rodney McCray,28,SAC,SF,82,82,39.5,6.5,12.7,.515,0.1,0.5,.262,6.4,12.2,.525,.520,3.3,4.2,.784,2.3,5.8,8.2,4.6,0.7,0.9,2.1,2.1,16.6,
Rony Seikaly,24,MIA,C,74,72,32.6,6.6,13.1,.502,0.0,0.0,.000,6.6,13.1,.503,.502,3.5,5.8,.594,3.4,6.9,10.4,1.1,1.1,1.7,3.2,3.5,16.6,MIP-1
Scottie Pippen,24,CHI,SF,82,82,38.4,6.9,14.0,.489,0.3,1.4,.250,6.5,12.7,.514,.501,2.4,3.6,.675,1.8,4.8,6.7,5.4,2.6,1.2,3.4,3.6,16.5,AS
Danny Manning,23,LAC,PF,71,42,32.0,6.2,11.6,.533,0.0,0.1,.000,6.2,11.6,.536,.533,3.9,5.2,.741,2.0,3.9,5.9,2.6,1.3,0.5,2.6,3.7,16.3,
Larry Nance,30,CLE,PF,62,53,33.3,6.6,13.0,.511,0.0,0.0,1.000,6.6,13.0,.510,.511,3.0,3.9,.778,2.6,5.7,8.3,2.6,0.9,2.0,1.8,3.0,16.3,
Kevin Duckworth,25,POR,C,82,82,30.0,6.7,14.0,.478,0.0,0.0,,6.7,14.0,.478,.478,2.8,3.8,.740,2.2,4.0,6.2,1.1,0.4,0.4,2.1,3.3,16.2,
Detlef Schrempf,27,IND,PF,78,18,33.0,5.4,10.5,.516,0.2,0.6,.354,5.2,9.9,.526,.526,5.2,6.3,.820,1.9,6.0,7.9,3.2,0.8,0.2,2.3,3.5,16.2,6MOY-2
Ken Norman,25,LAC,SF,70,64,33.3,6.9,13.6,.510,0.1,0.2,.438,6.8,13.3,.511,.514,2.2,3.5,.632,2.0,4.7,6.7,2.3,1.1,0.8,2.7,2.8,16.1,
Terry Teagle,29,GSW,SF,82,49,29.0,6.6,13.7,.480,0.0,0.2,.214,6.5,13.5,.483,.481,3.0,3.6,.830,1.4,3.1,4.5,1.9,1.1,0.2,1.8,2.8,16.1,
Dell Curry,25,CHH,SG,67,13,27.8,6.9,14.8,.466,0.8,2.2,.354,6.1,12.6,.485,.492,1.4,1.6,.923,0.5,2.0,2.5,2.4,1.5,0.4,1.5,2.2,16.0,
Jerome Kersey,27,POR,SF,82,82,34.7,6.3,13.2,.478,0.0,0.2,.150,6.3,13.0,.485,.480,3.3,4.8,.690,3.1,5.4,8.4,2.3,1.5,0.8,1.8,3.7,16.0,
Sam Perkins,28,DAL,SF,76,70,35.1,5.7,11.6,.493,0.1,0.4,.214,5.6,11.3,.502,.496,4.3,5.6,.778,2.8,4.8,7.5,2.3,1.2,0.8,1.9,3.0,15.9,
Dennis Hopson,24,NJN,SG,79,64,32.3,6.0,13.8,.434,0.4,1.3,.317,5.6,12.6,.446,.448,3.4,4.3,.792,1.4,2.1,3.5,1.9,1.3,0.6,2.1,2.3,15.8,
Willie Anderson,23,SAS,SG,82,81,34.0,6.5,13.2,.492,0.1,0.3,.269,6.4,12.9,.497,.495,2.6,3.5,.748,1.4,3.1,4.5,4.4,1.4,0.7,2.4,3.1,15.7,
Derrick McKey,23,SEA,SF,80,80,34.4,5.9,11.9,.493,0.0,0.3,.130,5.8,11.6,.502,.495,3.9,5.0,.782,2.1,4.0,6.1,2.3,1.1,1.0,2.4,3.1,15.7,
Robert Parish,36,BOS,C,79,78,30.3,6.4,11.0,.580,0.0,0.0,,6.4,11.0,.580,.580,2.9,3.9,.747,3.3,6.8,10.1,1.3,0.5,0.9,2.1,2.4,15.7,AS
Kelly Tripucka,30,CHH,SF,79,73,30.4,5.6,13.0,.430,0.5,1.3,.365,5.1,11.7,.437,.448,3.9,4.4,.883,1.0,3.0,4.1,2.8,0.9,0.2,2.2,2.8,15.6,
Michael Adams,27,DEN,PG,79,74,34.1,5.0,12.5,.402,2.0,5.5,.366,3.0,7.1,.431,.482,3.4,4.0,.850,0.6,2.2,2.8,6.3,1.5,0.0,1.8,1.7,15.5,
Byron Scott,28,LAL,SG,77,77,33.7,6.1,13.1,.470,1.2,2.9,.423,4.9,10.2,.483,.516,2.1,2.7,.766,0.7,2.5,3.1,3.6,1.0,0.4,1.6,2.3,15.5,
Rik Smits,23,IND,C,82,82,29.3,6.3,11.8,.533,0.0,0.0,.000,6.3,11.8,.533,.533,2.9,3.6,.811,1.6,4.6,6.2,1.7,0.5,2.1,1.7,4.0,15.5,
Mitchell Wiggins,30,HOU,SG,66,52,28.1,6.3,12.9,.488,0.0,0.0,.000,6.3,12.9,.489,.488,2.9,3.6,.810,2.0,2.3,4.3,1.6,1.3,0.0,1.3,2.5,15.5,
Jay Humphries,27,MIL,PG,81,81,34.8,6.1,12.4,.494,0.3,0.9,.300,5.9,11.5,.508,.504,2.8,3.5,.786,1.0,2.3,3.3,5.8,1.9,0.1,1.9,3.1,15.3,
Roy Hinson,28,NJN,PF,25,19,31.7,5.8,11.4,.507,0.0,0.0,,5.8,11.4,.507,.507,3.4,4.0,.869,2.4,4.4,6.9,0.9,0.6,1.1,2.1,3.5,15.0,
Buck Johnson,26,HOU,SF,82,82,34.5,6.1,12.4,.495,0.0,0.2,.118,6.1,12.2,.501,.496,2.5,3.3,.759,1.4,3.3,4.6,3.1,1.3,0.8,2.0,3.9,14.8,
Chris Morris,24,NJN,SF,80,76,30.6,5.6,13.3,.422,0.8,2.4,.316,4.9,10.9,.445,.450,2.9,4.0,.722,2.4,2.9,5.3,1.8,1.6,1.0,2.3,2.7,14.8,
Sam Bowie,28,NJN,C,68,54,32.5,5.1,12.3,.416,0.1,0.5,.323,5.0,11.8,.420,.422,4.3,5.6,.776,3.0,7.1,10.1,1.3,0.6,1.8,1.8,3.1,14.7,
Tyrone Corbin,27,MIN,SF,82,80,36.7,6.4,13.2,.481,0.0,0.1,.000,6.4,13.1,.486,.481,2.0,2.5,.770,2.7,4.7,7.4,2.6,2.1,0.5,1.7,3.5,14.7,
Adrian Dantley,34,DAL,SF,45,45,28.9,5.1,10.8,.477,0.0,0.0,.000,5.1,10.7,.479,.477,4.4,5.6,.787,1.7,2.1,3.8,1.8,0.4,0.2,1.7,2.2,14.7,
Tim Hardaway,23,GSW,PG,79,78,33.7,5.9,12.5,.471,0.3,1.1,.274,5.6,11.4,.489,.483,2.7,3.5,.764,0.7,3.2,3.9,8.7,2.1,0.2,3.3,2.9,14.7,
Charles Oakley,26,NYK,PF,61,61,36.0,5.5,10.5,.524,0.0,0.0,.000,5.5,10.5,.527,.524,3.6,4.7,.761,4.2,7.7,11.9,2.4,1.0,0.3,2.7,3.6,14.6,
